"term","freq","s1","s2","s3","s4","prob"
"and i don't have",5,"and","i","don't","have",0.227272727272727
"and i hope you",5,"and","i","hope","you",0.357142857142857
"and i love the",5,"and","i","love","the",0.166666666666667
"and it is a",5,"and","it","is","a",0.0892857142857143
"and now i am",5,"and","now","i","am",0.263157894736842
"and of course i",5,"and","of","course","i",0.119047619047619
"and some of the",5,"and","some","of","the",0.454545454545455
"and there is a",5,"and","there","is","a",0.357142857142857
"are more likely to",5,"are","more","likely","to",1
"are some of the",5,"are","some","of","the",0.833333333333333
"are supposed to be",5,"are","supposed","to","be",0.714285714285714
"are you kidding me",5,"are","you","kidding","me",0.833333333333333
"are you up to",5,"are","you","up","to",1
"as a way of",5,"as","a","way","of",0.5
"as a way to",5,"as","a","way","to",0.5
"as if they were",5,"as","if","they","were",0.555555555555556
"as long as they",5,"as","long","as","they",0.0793650793650794
"as long as we",5,"as","long","as","we",0.0793650793650794
"as soon as we",5,"as","soon","as","we",0.0980392156862745
"as well as other",5,"as","well","as","other",0.0387596899224806
"at least of the",5,"at","least","of","the",0.833333333333333
"at the center of",5,"at","the","center","of",0.833333333333333
"at the last minute",5,"at","the","last","minute",0.625
"at the right time",5,"at","the","right","time",0.833333333333333
"at the time of",5,"at","the","time","of",0.147058823529412
"back in the studio",5,"back","in","the","studio",0.108695652173913
"be a good time",5,"be","a","good","time",0.0909090909090909
"be able to use",5,"be","able","to","use",0.0396825396825397
"be back in the",5,"be","back","in","the",0.625
"be interesting to see",5,"be","interesting","to","see",0.714285714285714
"be one of those",5,"be","one","of","those",0.2
"be the only one",5,"be","the","only","one",0.333333333333333
"because there was a",5,"because","there","was","a",0.714285714285714
"been there done that",5,"been","there","done","that",1
"boston add boston add",5,"boston","add","boston","add",0.833333333333333
"but i think it",5,"but","i","think","it",0.121951219512195
"but there was no",5,"but","there","was","no",0.416666666666667
"by the time he",5,"by","the","time","he",0.166666666666667
"by the time i",5,"by","the","time","i",0.166666666666667
"cake cake cake cake",5,"cake","cake","cake","cake",0.714285714285714
"can't think of a",5,"can't","think","of","a",0.555555555555556
"can be found here",5,"can","be","found","here",0.357142857142857
"can be used to",5,"can","be","used","to",0.555555555555556
"can get away with",5,"can","get","away","with",1
"check out our new",5,"check","out","our","new",0.172413793103448
"check out the new",5,"check","out","the","new",0.142857142857143
"could come up with",5,"could","come","up","with",0.833333333333333
"couple of years ago",5,"couple","of","years","ago",0.384615384615385
"day at a time",5,"day","at","a","time",0.833333333333333
"do i want to",5,"do","i","want","to",1
"do not want to",5,"do","not","want","to",0.714285714285714
"do the same for",5,"do","the","same","for",0.294117647058824
"do you have an",5,"do","you","have","an",0.0943396226415094
"do you think of",5,"do","you","think","of",0.0684931506849315
"don't get me wrong",5,"don't","get","me","wrong",0.714285714285714
"don't have time to",5,"don't","have","time","to",0.555555555555556
"don't know if i",5,"don't","know","if","i",0.277777777777778
"dont know what to",5,"dont","know","what","to",0.357142857142857
"early in the morning",5,"early","in","the","morning",0.416666666666667
"every time i see",5,"every","time","i","see",0.151515151515152
"everyone have a great",5,"everyone","have","a","great",0.714285714285714
"excited to see you",5,"excited","to","see","you",0.357142857142857
"face to face with",5,"face","to","face","with",0.625
"family and friends and",5,"family","and","friends","and",0.25
"feel free to email",5,"feel","free","to","email",0.192307692307692
"feel the same way",5,"feel","the","same","way",0.5
"first day of spring",5,"first","day","of","spring",0.238095238095238
"first time this year",5,"first","time","this","year",0.833333333333333
"for a few minutes",5,"for","a","few","minutes",0.128205128205128
"for a few months",5,"for","a","few","months",0.128205128205128
"for a little bit",5,"for","a","little","bit",0.3125
"for a number of",5,"for","a","number","of",1
"for a variety of",5,"for","a","variety","of",1
"for all you do",5,"for","all","you","do",0.625
"for me in the",5,"for","me","in","the",0.5
"for quite some time",5,"for","quite","some","time",0.833333333333333
"for some of the",5,"for","some","of","the",0.5
"for stopping by and",5,"for","stopping","by","and",0.294117647058824
"for the second time",5,"for","the","second","time",0.555555555555556
"for you if you",5,"for","you","if","you",0.714285714285714
"forward to hearing from",5,"forward","to","hearing","from",0.625
"from time to time",5,"from","time","to","time",1
"get in the way",5,"get","in","the","way",0.416666666666667
"glad you enjoyed it",5,"glad","you","enjoyed","it",0.454545454545455
"got a lot of",5,"got","a","lot","of",0.833333333333333
"great to meet you",5,"great","to","meet","you",0.714285714285714
"had a blast with",5,"had","a","blast","with",0.416666666666667
"had to do with",5,"had","to","do","with",0.277777777777778
"had to go to",5,"had","to","go","to",0.294117647058824
"happy new year to",5,"happy","new","year","to",0.151515151515152
"happy th birthday to",5,"happy","th","birthday","to",0.416666666666667
"happy to say that",5,"happy","to","say","that",0.714285714285714
"has a lot of",5,"has","a","lot","of",0.833333333333333
"have a chance to",5,"have","a","chance","to",0.555555555555556
"have a good day",5,"have","a","good","day",0.111111111111111
"have a good one",5,"have","a","good","one",0.111111111111111
"have a great night",5,"have","a","great","night",0.0588235294117647
"have a safe and",5,"have","a","safe","and",0.625
"have been able to",5,"have","been","able","to",0.833333333333333
"have been in the",5,"have","been","in","the",0.384615384615385
"have no idea why",5,"have","no","idea","why",0.121951219512195
"have the ability to",5,"have","the","ability","to",1
"have to deal with",5,"have","to","deal","with",0.833333333333333
"have to do that",5,"have","to","do","that",0.119047619047619
"have to pay for",5,"have","to","pay","for",0.833333333333333
"have to say that",5,"have","to","say","that",0.172413793103448
"have to take a",5,"have","to","take","a",0.294117647058824
"he wants to be",5,"he","wants","to","be",0.3125
"hope you all had",5,"hope","you","all","had",0.3125
"hope you are all",5,"hope","you","are","all",0.208333333333333
"hope you are having",5,"hope","you","are","having",0.208333333333333
"how did i not",5,"how","did","i","not",0.454545454545455
"how did you know",5,"how","did","you","know",0.357142857142857
"how do you get",5,"how","do","you","get",0.108695652173913
"how easy it is",5,"how","easy","it","is",0.714285714285714
"how have you been",5,"how","have","you","been",0.625
"i'll be sure to",5,"i'll","be","sure","to",1
"i'll see what i",5,"i'll","see","what","i",0.833333333333333
"i'm going to try",5,"i'm","going","to","try",0.0531914893617021
"i'm so proud of",5,"i'm","so","proud","of",0.833333333333333
"i've been thinking about",5,"i've","been","thinking","about",0.625
"i agree with you",5,"i","agree","with","you",0.454545454545455
"i am at the",5,"i","am","at","the",0.454545454545455
"i am so sorry",5,"i","am","so","sorry",0.0847457627118644
"i am thankful for",5,"i","am","thankful","for",0.714285714285714
"i beg to differ",5,"i","beg","to","differ",1
"i can't wait until",5,"i","can't","wait","until",0.0793650793650794
"i can find the",5,"i","can","find","the",0.357142857142857
"i could have been",5,"i","could","have","been",0.172413793103448
"i did not know",5,"i","did","not","know",0.166666666666667
"i didn't have to",5,"i","didn't","have","to",0.217391304347826
"i didnt have to",5,"i","didnt","have","to",0.384615384615385
"i don't care about",5,"i","don't","care","about",0.263157894736842
"i don't like to",5,"i","don't","like","to",0.185185185185185
"i don't think it's",5,"i","don't","think","it's",0.0833333333333333
"i don't think you",5,"i","don't","think","you",0.0833333333333333
"i feel like im",5,"i","feel","like","im",0.0520833333333333
"i felt as if",5,"i","felt","as","if",0.833333333333333
"i felt like i",5,"i","felt","like","i",0.357142857142857
"i finally got the",5,"i","finally","got","the",0.357142857142857
"i grew up in",5,"i","grew","up","in",0.333333333333333
"i guess i should",5,"i","guess","i","should",0.138888888888889
"i guess you could",5,"i","guess","you","could",0.833333333333333
"i had to do",5,"i","had","to","do",0.0505050505050505
"i had to get",5,"i","had","to","get",0.0505050505050505
"i hate it when",5,"i","hate","it","when",0.555555555555556
"i have a feeling",5,"i","have","a","feeling",0.0335570469798658
"i have a new",5,"i","have","a","new",0.0335570469798658
"i have always been",5,"i","have","always","been",0.3125
"i have no clue",5,"i","have","no","clue",0.078125
"i have so many",5,"i","have","so","many",0.625
"i have to tell",5,"i","have","to","tell",0.0357142857142857
"i hope all is",5,"i","hope","all","is",0.555555555555556
"i hope you had",5,"i","hope","you","had",0.0735294117647059
"i know a lot",5,"i","know","a","lot",0.714285714285714
"i like the new",5,"i","like","the","new",0.15625
"i love me some",5,"i","love","me","some",0.833333333333333
"i might have to",5,"i","might","have","to",0.277777777777778
"i need to do",5,"i","need","to","do",0.033112582781457
"i need to have",5,"i","need","to","have",0.033112582781457
"i need to take",5,"i","need","to","take",0.033112582781457
"i never thought i",5,"i","never","thought","i",0.357142857142857
"i never wanted to",5,"i","never","wanted","to",1
"i really wanted to",5,"i","really","wanted","to",0.833333333333333
"i still can't believe",5,"i","still","can't","believe",0.416666666666667
"i still have a",5,"i","still","have","a",0.185185185185185
"i still have to",5,"i","still","have","to",0.185185185185185
"i think i need",5,"i","think","i","need",0.0515463917525773
"i think it would",5,"i","think","it","would",0.102040816326531
"i thought it would",5,"i","thought","it","would",0.138888888888889
"i thought that was",5,"i","thought","that","was",0.277777777777778
"i thought you were",5,"i","thought","you","were",0.625
"i try not to",5,"i","try","not","to",1
"i want to get",5,"i","want","to","get",0.0264550264550265
"i wanted to show",5,"i","wanted","to","show",0.0602409638554217
"i was at a",5,"i","was","at","a",0.208333333333333
"i was looking at",5,"i","was","looking","at",0.384615384615385
"i was on my",5,"i","was","on","my",0.227272727272727
"i was on the",5,"i","was","on","the",0.227272727272727
"i was ready to",5,"i","was","ready","to",0.833333333333333
"i was the only",5,"i","was","the","only",0.384615384615385
"i will be at",5,"i","will","be","at",0.0684931506849315
"i will give you",5,"i","will","give","you",0.833333333333333
"i will tell you",5,"i","will","tell","you",0.714285714285714
"i would have to",5,"i","would","have","to",0.102040816326531
"if i can find",5,"if","i","can","find",0.147058823529412
"if i could just",5,"if","i","could","just",0.172413793103448
"if i wanted to",5,"if","i","wanted","to",0.625
"if they can do",5,"if","they","can","do",0.625
"if you ever need",5,"if","you","ever","need",0.416666666666667
"if you were to",5,"if","you","were","to",0.333333333333333
"in a bit of",5,"in","a","bit","of",0.5
"in a state of",5,"in","a","state","of",0.625
"in a variety of",5,"in","a","variety","of",1
"in order to be",5,"in","order","to","be",0.0641025641025641
"in terms of the",5,"in","terms","of","the",0.172413793103448
"in the end i",5,"in","the","end","i",0.128205128205128
"in the eyes of",5,"in","the","eyes","of",0.625
"in the meantime i",5,"in","the","meantime","i",0.227272727272727
"in the mood to",5,"in","the","mood","to",0.555555555555556
"in the next couple",5,"in","the","next","couple",0.166666666666667
"in the past year",5,"in","the","past","year",0.0909090909090909
"in the right place",5,"in","the","right","place",0.294117647058824
"in the second half",5,"in","the","second","half",0.333333333333333
"in the world i",5,"in","the","world","i",0.0416666666666667
"is a bit of",5,"is","a","bit","of",0.25
"is a form of",5,"is","a","form","of",1
"is going to happen",5,"is","going","to","happen",0.05
"is in the house",5,"is","in","the","house",0.1
"is it just me",5,"is","it","just","me",0.714285714285714
"is not in the",5,"is","not","in","the",0.416666666666667
"is that it is",5,"is","that","it","is",0.294117647058824
"is the key to",5,"is","the","key","to",0.555555555555556
"is the last day",5,"is","the","last","day",0.416666666666667
"is the only thing",5,"is","the","only","thing",0.185185185185185
"is the only way",5,"is","the","only","way",0.185185185185185
"is what happens when",5,"is","what","happens","when",1
"it's hard to believe",5,"it's","hard","to","believe",0.294117647058824
"it's one of the",5,"it's","one","of","the",0.625
"it all the time",5,"it","all","the","time",0.454545454545455
"it appears to be",5,"it","appears","to","be",1
"it bad that i",5,"it","bad","that","i",0.714285714285714
"it is a good",5,"it","is","a","good",0.0490196078431373
"it is a very",5,"it","is","a","very",0.0490196078431373
"it is easy to",5,"it","is","easy","to",0.714285714285714
"it looks like i",5,"it","looks","like","i",0.138888888888889
"it may not be",5,"it","may","not","be",0.625
"it was a big",5,"it","was","a","big",0.0308641975308642
"it was a very",5,"it","was","a","very",0.0308641975308642
"just let me know",5,"just","let","me","know",0.714285714285714
"just thinking about it",5,"just","thinking","about","it",0.625
"keep an eye out",5,"keep","an","eye","out",0.625
"keep in mind that",5,"keep","in","mind","that",0.555555555555556
"know about you but",5,"know","about","you","but",1
"know what to say",5,"know","what","to","say",0.151515151515152
"last day of the",5,"last","day","of","the",0.263157894736842
"let me know when",5,"let","me","know","when",0.0555555555555556
"let you know when",5,"let","you","know","when",0.172413793103448
"look forward to hearing",5,"look","forward","to","hearing",0.087719298245614
"looking forward to this",5,"looking","forward","to","this",0.028735632183908
"love the smell of",5,"love","the","smell","of",1
"love to have you",5,"love","to","have","you",0.357142857142857
"make it through the",5,"make","it","through","the",0.625
"make it to the",5,"make","it","to","the",0.416666666666667
"makes me think of",5,"makes","me","think","of",0.714285714285714
"many of you have",5,"many","of","you","have",0.3125
"me i want to",5,"me","i","want","to",1
"me know what you",5,"me","know","what","you",0.714285714285714
"mean the world to",5,"mean","the","world","to",0.714285714285714
"merry christmas to you",5,"merry","christmas","to","you",1
"middle of the night",5,"middle","of","the","night",0.185185185185185
"moderates or radicals are",5,"moderates","or","radicals","are",0.833333333333333
"more often than not",5,"more","often","than","not",0.625
"mothers day to all",5,"mothers","day","to","all",0.384615384615385
"much as i do",5,"much","as","i","do",0.208333333333333
"much as i love",5,"much","as","i","love",0.208333333333333
"my favorite part of",5,"my","favorite","part","of",0.625
"my favorite thing to",5,"my","favorite","thing","to",0.833333333333333
"my friend and i",5,"my","friend","and","i",0.555555555555556
"need to get my",5,"need","to","get","my",0.0961538461538462
"need to get on",5,"need","to","get","on",0.0961538461538462
"need to get to",5,"need","to","get","to",0.0961538461538462
"need to talk to",5,"need","to","talk","to",0.555555555555556
"needless to say i",5,"needless","to","say","i",0.384615384615385
"nice to see you",5,"nice","to","see","you",0.384615384615385
"no idea how to",5,"no","idea","how","to",0.384615384615385
"no idea what to",5,"no","idea","what","to",0.263157894736842
"no one wants to",5,"no","one","wants","to",0.714285714285714
"not being able to",5,"not","being","able","to",1
"not going to be",5,"not","going","to","be",0.0961538461538462
"not meant to be",5,"not","meant","to","be",0.833333333333333
"not the only one",5,"not","the","only","one",0.555555555555556
"now i have to",5,"now","i","have","to",0.185185185185185
"now i just need",5,"now","i","just","need",0.555555555555556
"of mine of mine",5,"of","mine","of","mine",1
"of my favorite things",5,"of","my","favorite","things",0.0943396226415094
"of new york city",5,"of","new","york","city",0.416666666666667
"of one of those",5,"of","one","of","those",0.277777777777778
"of the best things",5,"of","the","best","things",0.087719298245614
"of the things i",5,"of","the","things","i",0.25
"of you who are",5,"of","you","who","are",0.333333333333333
"on my way home",5,"on","my","way","home",0.128205128205128
"on the back of",5,"on","the","back","of",0.277777777777778
"on the bright side",5,"on","the","bright","side",1
"on the phone with",5,"on","the","phone","with",0.238095238095238
"on their way to",5,"on","their","way","to",0.625
"on to the next",5,"on","to","the","next",0.227272727272727
"one day at a",5,"one","day","at","a",0.714285714285714
"one of the greatest",5,"one","of","the","greatest",0.0152439024390244
"one of the more",5,"one","of","the","more",0.0152439024390244
"one of those things",5,"one","of","those","things",0.0657894736842105
"one way or another",5,"one","way","or","another",1
"or radicals are the",5,"or","radicals","are","the",1
"out of the car",5,"out","of","the","car",0.0347222222222222
"put a smile on",5,"put","a","smile","on",1
"put me in the",5,"put","me","in","the",0.555555555555556
"quite a bit of",5,"quite","a","bit","of",0.357142857142857
"radicals are the muslims",5,"radicals","are","the","muslims",1
"rest of the day",5,"rest","of","the","day",0.0609756097560976
"rest of the week",5,"rest","of","the","week",0.0609756097560976
"right next to the",5,"right","next","to","the",0.5
"said it would be",5,"said","it","would","be",0.714285714285714
"say the same thing",5,"say","the","same","thing",0.714285714285714
"see you in the",5,"see","you","in","the",0.263157894736842
"show starts at pm",5,"show","starts","at","pm",0.714285714285714
"so excited to be",5,"so","excited","to","be",0.192307692307692
"so excited to see",5,"so","excited","to","see",0.192307692307692
"so happy for you",5,"so","happy","for","you",0.625
"so i have a",5,"so","i","have","a",0.25
"so i need to",5,"so","i","need","to",0.833333333333333
"so much for your",5,"so","much","for","your",0.0943396226415094
"so much in my",5,"so","much","in","my",0.714285714285714
"so so so so",5,"so","so","so","so",0.555555555555556
"sometimes i wish i",5,"sometimes","i","wish","i",0.714285714285714
"sorry to hear about",5,"sorry","to","hear","about",0.454545454545455
"sorry to hear that",5,"sorry","to","hear","that",0.454545454545455
"sounds like a good",5,"sounds","like","a","good",0.15625
"south carolina mortgage refinancing",5,"south","carolina","mortgage","refinancing",1
"stuck in my head",5,"stuck","in","my","head",1
"talking to each other",5,"talking","to","each","other",1
"tell you that i",5,"tell","you","that","i",0.384615384615385
"thanks for all your",5,"thanks","for","all","your",0.263157894736842
"thanks for the heads",5,"thanks","for","the","heads",0.0154798761609907
"thanks for the support",5,"thanks","for","the","support",0.0154798761609907
"thanks for the tip",5,"thanks","for","the","tip",0.0154798761609907
"thanks for your support",5,"thanks","for","your","support",0.25
"thanks to all of",5,"thanks","to","all","of",0.2
"that's a lot of",5,"that's","a","lot","of",0.833333333333333
"that i need to",5,"that","i","need","to",0.5
"that sort of thing",5,"that","sort","of","thing",0.5
"that there is no",5,"that","there","is","no",0.217391304347826
"that this is a",5,"that","this","is","a",0.161290322580645
"that was the first",5,"that","was","the","first",0.151515151515152
"the best i can",5,"the","best","i","can",0.5
"the best of the",5,"the","best","of","the",0.15625
"the end of this",5,"the","end","of","this",0.0416666666666667
"the existence of the",5,"the","existence","of","the",0.5
"the face of the",5,"the","face","of","the",0.416666666666667
"the first person to",5,"the","first","person","to",0.833333333333333
"the lord of the",5,"the","lord","of","the",1
"the man in the",5,"the","man","in","the",1
"the name of a",5,"the","name","of","a",0.135135135135135
"the number of people",5,"the","number","of","people",0.161290322580645
"the only way i",5,"the","only","way","i",0.25
"the past few days",5,"the","past","few","days",0.333333333333333
"the past few years",5,"the","past","few","years",0.333333333333333
"the point where i",5,"the","point","where","i",0.3125
"the same time i",5,"the","same","time","i",0.0961538461538462
"the same time they",5,"the","same","time","they",0.0961538461538462
"the south carolina mortgage",5,"the","south","carolina","mortgage",0.833333333333333
"the time of the",5,"the","time","of","the",0.357142857142857
"the title of this",5,"the","title","of","this",0.357142857142857
"the work of the",5,"the","work","of","the",0.294117647058824
"the world to me",5,"the","world","to","me",0.454545454545455
"there are plenty of",5,"there","are","plenty","of",0.833333333333333
"there has been a",5,"there","has","been","a",0.5
"there is a new",5,"there","is","a","new",0.0480769230769231
"there is also a",5,"there","is","also","a",0.5
"there is always a",5,"there","is","always","a",0.333333333333333
"there needs to be",5,"there","needs","to","be",1
"there to be a",5,"there","to","be","a",0.714285714285714
"there was a time",5,"there","was","a","time",0.0757575757575758
"there you have it",5,"there","you","have","it",0.714285714285714
"think like a man",5,"think","like","a","man",1
"this is a very",5,"this","is","a","very",0.045045045045045
"this is the most",5,"this","is","the","most",0.0495049504950495
"this would be the",5,"this","would","be","the",0.357142857142857
"thought it would be",5,"thought","it","would","be",0.555555555555556
"to all my new",5,"to","all","my","new",0.217391304347826
"to all of my",5,"to","all","of","my",0.151515151515152
"to be a mom",5,"to","be","a","mom",0.0229357798165138
"to be friends with",5,"to","be","friends","with",0.833333333333333
"to be the most",5,"to","be","the","most",0.0581395348837209
"to be the only",5,"to","be","the","only",0.0581395348837209
"to come out of",5,"to","come","out","of",0.357142857142857
"to deal with the",5,"to","deal","with","the",0.172413793103448
"to do it again",5,"to","do","it","again",0.087719298245614
"to do some work",5,"to","do","some","work",0.25
"to do this i",5,"to","do","this","i",0.192307692307692
"to do with my",5,"to","do","with","my",0.0666666666666667
"to figure out what",5,"to","figure","out","what",0.151515151515152
"to find out what",5,"to","find","out","what",0.161290322580645
"to give it to",5,"to","give","it","to",0.294117647058824
"to go to a",5,"to","go","to","a",0.0510204081632653
"to go with the",5,"to","go","with","the",0.263157894736842
"to hang out with",5,"to","hang","out","with",0.384615384615385
"to head back to",5,"to","head","back","to",1
"to hear from you",5,"to","hear","from","you",0.454545454545455
"to hear what you",5,"to","hear","what","you",0.5
"to one of the",5,"to","one","of","the",0.227272727272727
"to our new followers",5,"to","our","new","followers",0.833333333333333
"to pick it up",5,"to","pick","it","up",1
"to pick up a",5,"to","pick","up","a",0.25
"to say the same",5,"to","say","the","same",0.277777777777778
"to see you all",5,"to","see","you","all",0.0490196078431373
"to talk to you",5,"to","talk","to","you",0.125
"to tell you what",5,"to","tell","you","what",0.151515151515152
"to the front of",5,"to","the","front","of",0.333333333333333
"to the grocery store",5,"to","the","grocery","store",0.833333333333333
"to the point of",5,"to","the","point","of",0.227272727272727
"to the top of",5,"to","the","top","of",0.555555555555556
"to the united states",5,"to","the","united","states",0.714285714285714
"today is the day",5,"today","is","the","day",0.3125
"used to be a",5,"used","to","be","a",0.161290322580645
"wait to see what",5,"wait","to","see","what",0.0909090909090909
"want to be the",5,"want","to","be","the",0.0641025641025641
"want to do is",5,"want","to","do","is",0.135135135135135
"want to know how",5,"want","to","know","how",0.138888888888889
"want to make sure",5,"want","to","make","sure",0.277777777777778
"want you to be",5,"want","you","to","be",0.192307692307692
"was a bit of",5,"was","a","bit","of",0.3125
"was a good idea",5,"was","a","good","idea",0.151515151515152
"we are at the",5,"we","are","at","the",0.833333333333333
"we are going to",5,"we","are","going","to",0.555555555555556
"we are in the",5,"we","are","in","the",0.416666666666667
"we can do it",5,"we","can","do","it",0.277777777777778
"we just need to",5,"we","just","need","to",0.833333333333333
"we need to get",5,"we","need","to","get",0.0746268656716418
"we want to be",5,"we","want","to","be",0.151515151515152
"we were going to",5,"we","were","going","to",0.833333333333333
"we were in the",5,"we","were","in","the",0.384615384615385
"week and a half",5,"week","and","a","half",0.833333333333333
"what a great way",5,"what","a","great","way",0.217391304347826
"what are you up",5,"what","are","you","up",0.102040816326531
"what does this mean",5,"what","does","this","mean",0.833333333333333
"what is up with",5,"what","is","up","with",0.833333333333333
"what would you do",5,"what","would","you","do",0.384615384615385
"when i get back",5,"when","i","get","back",0.208333333333333
"when i get home",5,"when","i","get","home",0.208333333333333
"when i look at",5,"when","i","look","at",0.833333333333333
"when i was pregnant",5,"when","i","was","pregnant",0.0510204081632653
"who is going to",5,"who","is","going","to",1
"will be at the",5,"will","be","at","the",0.333333333333333
"will let you know",5,"will","let","you","know",0.625
"with a couple of",5,"with","a","couple","of",0.625
"with a lot of",5,"with","a","lot","of",0.833333333333333
"with all of the",5,"with","all","of","the",0.384615384615385
"with one of my",5,"with","one","of","my",0.384615384615385
"with some of the",5,"with","some","of","the",0.416666666666667
"woke up this morning",5,"woke","up","this","morning",1
"would love to chat",5,"would","love","to","chat",0.0617283950617284
"would mean the world",5,"would","mean","the","world",1
"you all had a",5,"you","all","had","a",1
"you are having a",5,"you","are","having","a",0.833333333333333
"you are looking for",5,"you","are","looking","for",0.833333333333333
"you can go to",5,"you","can","go","to",0.714285714285714
"you going to be",5,"you","going","to","be",0.166666666666667
"you have a good",5,"you","have","a","good",0.0531914893617021
"you know i have",5,"you","know","i","have",0.172413793103448
"you know i love",5,"you","know","i","love",0.172413793103448
"you might as well",5,"you","might","as","well",1
"you might want to",5,"you","might","want","to",1
"you need to get",5,"you","need","to","get",0.0714285714285714
"you to all the",5,"you","to","all","the",0.384615384615385
"you to everyone who",5,"you","to","everyone","who",0.5
"you want to see",5,"you","want","to","see",0.05
"you will be missed",5,"you","will","be","missed",0.116279069767442
